date,day,month,year,tas,tasmin,pr,complete,empty
2009-03-10,10,Mar,2009,-2.4,-8.6,1.5,TRUE,FALSE
2009-03-11,11,Mar,2009,-3.5,-11.4,13.1,TRUE,FALSE
2009-03-12,12,Mar,2009,-13,-18.4,0,TRUE,FALSE
2009-03-13,13,Mar,2009,-12.8,-23.1,0.6,TRUE,FALSE
2009-03-14,14,Mar,2009,-4.4,-13.6,0,TRUE,FALSE
2009-03-15,15,Mar,2009,0,-9.7,0,TRUE,FALSE
2009-03-16,16,Mar,2009,1.3,-8.9,0,TRUE,FALSE
2009-03-17,17,Mar,2009,2.2,-7.9,0,TRUE,FALSE
2009-03-18,18,Mar,2009,4.3,-2.7,0,TRUE,FALSE
2009-03-19,19,Mar,2009,-5.5,-10.3,0,TRUE,FALSE
2009-03-20,20,Mar,2009,-6.9,-14.9,0,TRUE,FALSE
2009-03-21,21,Mar,2009,-5.7,-14.9,0,TRUE,FALSE
2009-03-22,22,Mar,2009,-7.1,-13.5,0.6,TRUE,FALSE
2009-03-23,23,Mar,2009,-8.8,-16,0,TRUE,FALSE
2009-03-24,24,Mar,2009,-6.1,-17,0,TRUE,FALSE
2009-03-25,25,Mar,2009,1.4,-6.9,0.6,TRUE,FALSE
2009-03-26,26,Mar,2009,3.3,-0.1,1.1,TRUE,FALSE
2009-03-27,27,Mar,2009,3.9,-2.4,0,TRUE,FALSE
2009-03-28,28,Mar,2009,3.5,-0.7,0,TRUE,FALSE
2009-03-29,29,Mar,2009,3.1,1.2,20.8,TRUE,FALSE
2009-03-30,30,Mar,2009,-0.3,-2.4,1.6,TRUE,FALSE
2009-03-31,31,Mar,2009,2.1,-2.8,0,TRUE,FALSE
2009-04-01,1,Apr,2009,3.1,-0.4,10.4,TRUE,FALSE
2009-04-02,2,Apr,2009,4.4,-3.4,0,TRUE,FALSE
2009-04-03,3,Apr,2009,3.5,-1.6,24.2,TRUE,FALSE
2009-04-04,4,Apr,2009,2.7,-1,7.1,TRUE,FALSE
2009-04-05,5,Apr,2009,2.4,-1.2,0,TRUE,FALSE
2009-04-06,6,Apr,2009,-3.1,-5.8,11.9,TRUE,FALSE
2009-04-07,7,Apr,2009,-5,-7.6,4.6,TRUE,FALSE
2009-04-08,8,Apr,2009,-1.5,-4.7,0.7,TRUE,FALSE
2009-04-09,9,Apr,2009,1,-4.8,0,TRUE,FALSE
2009-04-10,10,Apr,2009,0.9,-4.5,0,TRUE,FALSE
2009-04-11,11,Apr,2009,-1.2,-5.4,0,TRUE,FALSE
2009-04-12,12,Apr,2009,-2.6,-8.3,0,TRUE,FALSE
2009-04-13,13,Apr,2009,-0.4,-9.7,0,TRUE,FALSE
2009-04-14,14,Apr,2009,2.9,-6.1,0,TRUE,FALSE
2009-04-15,15,Apr,2009,3.8,-5.5,0,TRUE,FALSE
2009-04-16,16,Apr,2009,4.3,-5.6,0,TRUE,FALSE
2009-04-17,17,Apr,2009,6.9,-4.5,0,TRUE,FALSE
2009-04-18,18,Apr,2009,3.2,-1.9,7.3,TRUE,FALSE
2009-04-19,19,Apr,2009,2.9,-5.2,0.6,TRUE,FALSE
2009-04-20,20,Apr,2009,3.4,-1.8,3.1,TRUE,FALSE
2009-04-21,21,Apr,2009,6.2,0.9,3.5,TRUE,FALSE
2009-04-22,22,Apr,2009,5,1.4,3.3,TRUE,FALSE
2009-04-23,23,Apr,2009,3.8,-2.7,0.6,TRUE,FALSE
2009-04-24,24,Apr,2009,9.9,-3.1,0,TRUE,FALSE
2009-04-25,25,Apr,2009,13.3,3,15.1,TRUE,FALSE
2009-04-26,26,Apr,2009,3.6,1.5,0.7,TRUE,FALSE
2009-04-27,27,Apr,2009,14.3,1.2,2.6,TRUE,FALSE
2009-04-28,28,Apr,2009,6.2,-2,5.6,TRUE,FALSE
2009-04-29,29,Apr,2009,6,-3.6,0,TRUE,FALSE
2009-04-30,30,Apr,2009,9.2,-2.3,7.9,TRUE,FALSE
2009-05-01,1,May,2009,6.5,-1.1,0.7,TRUE,FALSE
2009-05-02,2,May,2009,4.9,-2.4,0,TRUE,FALSE
2009-05-03,3,May,2009,7.3,-0.8,0,TRUE,FALSE
2009-05-04,4,May,2009,7.1,-2.9,0,TRUE,FALSE
2009-05-05,5,May,2009,8.8,-2.8,0,TRUE,FALSE
2009-05-06,6,May,2009,12.8,7.1,0,TRUE,FALSE
2009-05-07,7,May,2009,14.6,9.2,2.6,TRUE,FALSE
2009-05-08,8,May,2009,14.9,7.4,0,TRUE,FALSE
2009-05-09,9,May,2009,7.6,1.6,18.3,TRUE,FALSE
2009-05-10,10,May,2009,3.4,-2.6,0,TRUE,FALSE
2009-05-11,11,May,2009,4.9,-4.4,0,TRUE,FALSE
2009-05-12,12,May,2009,7,-3.6,0,TRUE,FALSE
2009-05-13,13,May,2009,8.6,-2.6,0,TRUE,FALSE
2009-05-14,14,May,2009,9.6,3.2,11.3,TRUE,FALSE
2009-05-15,15,May,2009,9.1,-1.2,0,TRUE,FALSE
2009-05-16,16,May,2009,8.2,1.4,8.7,TRUE,FALSE
2009-05-17,17,May,2009,1.5,-3.1,0,TRUE,FALSE
2009-05-18,18,May,2009,5.4,-4.8,0,TRUE,FALSE
2009-05-19,19,May,2009,8.2,0.5,3.3,TRUE,FALSE
2009-05-20,20,May,2009,16,5.3,0.9,TRUE,FALSE
2009-05-21,21,May,2009,19.3,10.6,0,TRUE,FALSE
2009-05-22,22,May,2009,11.6,3.1,0,TRUE,FALSE
2009-05-23,23,May,2009,11.8,1.6,0,TRUE,FALSE
2009-05-24,24,May,2009,10.5,2,0,TRUE,FALSE
2009-05-25,25,May,2009,8.1,0.6,0,TRUE,FALSE
2009-05-26,26,May,2009,8.9,0.3,0,TRUE,FALSE
2009-05-27,27,May,2009,11.7,9.9,14,TRUE,FALSE
2009-05-28,28,May,2009,11.7,9.7,6.7,TRUE,FALSE
2009-05-29,29,May,2009,11.9,8.2,2.9,TRUE,FALSE
2009-05-30,30,May,2009,11.4,5.5,1.3,TRUE,FALSE
2009-05-31,31,May,2009,4.8,0.4,3.1,TRUE,FALSE
2010-03-01,1,Mar,2010,-2.5,-5.4,0,TRUE,FALSE
2010-03-02,2,Mar,2010,-3.2,-9.5,0,TRUE,FALSE
2010-03-03,3,Mar,2010,-5.4,-13.6,0,TRUE,FALSE
2010-03-04,4,Mar,2010,-3.9,-10.9,0,TRUE,FALSE
2010-03-05,5,Mar,2010,-5.6,-15,0,TRUE,FALSE
2010-03-06,6,Mar,2010,-3.9,-16.9,0,TRUE,FALSE
2010-03-07,7,Mar,2010,1.6,-6.7,0,TRUE,FALSE
2010-03-08,8,Mar,2010,2.5,-6.2,0,TRUE,FALSE
2010-03-09,9,Mar,2010,2.3,-5.8,0,TRUE,FALSE
2010-03-10,10,Mar,2010,1.5,-8.8,0,TRUE,FALSE
2010-03-11,11,Mar,2010,1.6,-4.9,0,TRUE,FALSE
2010-03-12,12,Mar,2010,2,-1.7,0,TRUE,FALSE
2010-03-13,13,Mar,2010,6,2.2,0,TRUE,FALSE
2010-03-14,14,Mar,2010,2.7,0.7,1.2,TRUE,FALSE
2010-03-15,15,Mar,2010,3.6,-5.3,0,TRUE,FALSE
2010-03-16,16,Mar,2010,3,-8.4,0.6,TRUE,FALSE
2010-03-17,17,Mar,2010,4.4,-5.9,0,TRUE,FALSE
2010-03-18,18,Mar,2010,5.6,-2.9,0,TRUE,FALSE
2010-03-19,19,Mar,2010,4,-4.7,0,TRUE,FALSE
2010-03-20,20,Mar,2010,0.8,-3,0,TRUE,FALSE
2010-03-21,21,Mar,2010,0.6,-7.1,0,TRUE,FALSE
2010-03-22,22,Mar,2010,0.3,-8.4,0,TRUE,FALSE
2010-03-23,23,Mar,2010,-0.5,-4,0.7,TRUE,FALSE
2010-03-24,24,Mar,2010,2.9,-5.9,0,TRUE,FALSE
2010-03-25,25,Mar,2010,-1.5,-10.5,0.6,TRUE,FALSE
2010-03-26,26,Mar,2010,-8.7,-14.1,0,TRUE,FALSE
2010-03-27,27,Mar,2010,-4,-13.4,0,TRUE,FALSE
2010-03-28,28,Mar,2010,3.3,-1.8,4.3,TRUE,FALSE
2010-03-29,29,Mar,2010,-0.1,-5.9,2.3,TRUE,FALSE
2010-03-30,30,Mar,2010,1.2,-8.2,0,TRUE,FALSE
2010-03-31,31,Mar,2010,4.8,-7.4,0,TRUE,FALSE
2010-04-01,1,Apr,2010,10.4,-1.1,0,TRUE,FALSE
2010-04-02,2,Apr,2010,14.3,-0.1,0,TRUE,FALSE
2010-04-03,3,Apr,2010,14.2,1.6,0,TRUE,FALSE
2010-04-04,4,Apr,2010,10.8,3.9,0,TRUE,FALSE
2010-04-05,5,Apr,2010,11.3,5.1,3.2,TRUE,FALSE
2010-04-06,6,Apr,2010,8.1,4.7,8.6,TRUE,FALSE
2010-04-07,7,Apr,2010,7.8,4.3,NA,FALSE,FALSE
2010-04-08,8,Apr,2010,2.2,0,9.6,TRUE,FALSE
2010-04-09,9,Apr,2010,1.2,-1,0.7,TRUE,FALSE
2010-04-10,10,Apr,2010,4.1,-1.8,0.7,TRUE,FALSE
2010-04-11,11,Apr,2010,4.2,-2.6,0,TRUE,FALSE
2010-04-12,12,Apr,2010,3.4,-4.8,0,TRUE,FALSE
2010-04-13,13,Apr,2010,4.5,-5.1,0,TRUE,FALSE
2010-04-14,14,Apr,2010,6.2,-5.6,0,TRUE,FALSE
2010-04-15,15,Apr,2010,8.9,1.5,0,TRUE,FALSE
2010-04-16,16,Apr,2010,10.9,2,0,TRUE,FALSE
2010-04-17,17,Apr,2010,3,0.5,4.7,TRUE,FALSE
2010-04-18,18,Apr,2010,6.1,-0.7,0,TRUE,FALSE
2010-04-19,19,Apr,2010,7,-1.7,0,TRUE,FALSE
2010-04-20,20,Apr,2010,8.1,-3,0,TRUE,FALSE
2010-04-21,21,Apr,2010,6.9,-3,0,TRUE,FALSE
2010-04-22,22,Apr,2010,3.1,-3.5,0,TRUE,FALSE
2010-04-23,23,Apr,2010,4.6,-5.5,0,TRUE,FALSE
2010-04-24,24,Apr,2010,8.1,-3.7,0,TRUE,FALSE
2010-04-25,25,Apr,2010,8.1,-0.2,0,TRUE,FALSE
2010-04-26,26,Apr,2010,6.9,-1.6,0,TRUE,FALSE
2010-04-27,27,Apr,2010,3.5,-0.5,0.6,TRUE,FALSE
2010-04-28,28,Apr,2010,4.7,-2.9,0,TRUE,FALSE
2010-04-29,29,Apr,2010,6,-4.4,0,TRUE,FALSE
2010-04-30,30,Apr,2010,11,2.4,0,TRUE,FALSE
2010-05-01,1,May,2010,12.9,7.6,5.2,TRUE,FALSE
2010-05-02,2,May,2010,16.7,12.3,0.7,TRUE,FALSE
2010-05-03,3,May,2010,14.1,6.3,12.4,TRUE,FALSE
2010-05-04,4,May,2010,9.3,1,0,TRUE,FALSE
2010-05-05,5,May,2010,12,0.2,9.6,TRUE,FALSE
2010-05-06,6,May,2010,6.4,0.5,1.4,TRUE,FALSE
2010-05-07,7,May,2010,4.8,-1.9,0,TRUE,FALSE
2010-05-08,8,May,2010,1.2,-2.5,11.4,TRUE,FALSE
2010-05-09,9,May,2010,0.8,-4.4,0,TRUE,FALSE
2010-05-10,10,May,2010,2.7,-6,0,TRUE,FALSE
2010-05-11,11,May,2010,4.8,-4.4,0,TRUE,FALSE
2010-05-12,12,May,2010,6.7,-1.7,0,TRUE,FALSE
2010-05-13,13,May,2010,6,-3,3.3,TRUE,FALSE
2010-05-14,14,May,2010,10.9,5.5,0.8,TRUE,FALSE
2010-05-15,15,May,2010,9.2,5.9,0,TRUE,FALSE
2010-05-16,16,May,2010,11.4,1.7,0,TRUE,FALSE
2010-05-17,17,May,2010,11.6,-1.1,0,TRUE,FALSE
2010-05-18,18,May,2010,14.3,3.8,0,TRUE,FALSE
2010-05-19,19,May,2010,15.7,4.2,0,TRUE,FALSE
2010-05-20,20,May,2010,16.8,6.5,0,TRUE,FALSE
2010-05-21,21,May,2010,15.6,5.4,0,TRUE,FALSE
2010-05-22,22,May,2010,19.1,11.5,0,TRUE,FALSE
2010-05-23,23,May,2010,16,9,0,TRUE,FALSE
2010-05-24,24,May,2010,19.7,9,0,TRUE,FALSE
2010-05-25,25,May,2010,22,11.8,0,TRUE,FALSE
2010-05-26,26,May,2010,23.8,14.1,0,TRUE,FALSE
2010-05-27,27,May,2010,20.3,13.5,6.8,TRUE,FALSE
2010-05-28,28,May,2010,21,15.2,13.9,TRUE,FALSE
2010-05-29,29,May,2010,16.1,10.5,0,TRUE,FALSE
2010-05-30,30,May,2010,16.8,10.2,0,TRUE,FALSE
2010-05-31,31,May,2010,NA,NA,NA,FALSE,TRUE
2011-03-01,1,Mar,2011,NA,NA,0.6,FALSE,FALSE
2011-03-02,2,Mar,2011,NA,NA,1.1,FALSE,FALSE
2011-03-03,3,Mar,2011,NA,NA,1,FALSE,FALSE
2011-03-04,4,Mar,2011,-4.9,-11.4,5.5,TRUE,FALSE
2011-03-05,5,Mar,2011,-0.4,-1.6,20.8,TRUE,FALSE
2011-03-06,6,Mar,2011,NA,NA,2.8,FALSE,FALSE
2011-03-07,7,Mar,2011,NA,NA,1,FALSE,FALSE
2011-03-08,8,Mar,2011,NA,NA,0.3,FALSE,FALSE
2011-03-09,9,Mar,2011,NA,NA,12.6,FALSE,FALSE
2011-03-10,10,Mar,2011,0.9,-1.5,6,TRUE,FALSE
2011-03-11,11,Mar,2011,2.1,0.9,7.5,TRUE,FALSE
2011-03-12,12,Mar,2011,NA,NA,0.2,FALSE,FALSE
2011-03-13,13,Mar,2011,NA,NA,0.2,FALSE,FALSE
2011-03-14,14,Mar,2011,NA,NA,1,FALSE,FALSE
2011-03-15,15,Mar,2011,-4.4,-16,0.6,TRUE,FALSE
2011-03-16,16,Mar,2011,0.1,-5.8,1.4,TRUE,FALSE
2011-03-17,17,Mar,2011,3.2,-5.2,3.8,TRUE,FALSE
2011-03-18,18,Mar,2011,5,1.9,0.9,TRUE,FALSE
2011-03-19,19,Mar,2011,NA,NA,0.2,FALSE,FALSE
2011-03-20,20,Mar,2011,-5.5,-15.3,0.2,TRUE,FALSE
2011-03-21,21,Mar,2011,0.2,-2,5.8,TRUE,FALSE
2011-03-22,22,Mar,2011,NA,NA,0.2,FALSE,FALSE
2011-03-23,23,Mar,2011,NA,NA,0.2,FALSE,FALSE
2011-03-24,24,Mar,2011,NA,NA,0,FALSE,FALSE
2011-03-25,25,Mar,2011,NA,NA,0,FALSE,FALSE
2011-03-26,26,Mar,2011,NA,NA,0,FALSE,FALSE
2011-03-27,27,Mar,2011,NA,NA,0,FALSE,FALSE
2011-03-28,28,Mar,2011,NA,NA,0,FALSE,FALSE
2011-03-29,29,Mar,2011,0.4,-4.4,0,TRUE,FALSE
2011-03-30,30,Mar,2011,-2.3,-11.6,0.6,TRUE,FALSE
2011-03-31,31,Mar,2011,-0.5,-6.9,0.6,TRUE,FALSE
2011-04-01,1,Apr,2011,2.1,-0.1,0.2,TRUE,FALSE
2011-04-02,2,Apr,2011,0.4,-8.1,0.5,TRUE,FALSE
2011-04-03,3,Apr,2011,0.5,-8.5,0.4,TRUE,FALSE
2011-04-04,4,Apr,2011,4,0.5,3.1,TRUE,FALSE
2011-04-05,5,Apr,2011,0.7,-0.3,1.9,TRUE,FALSE
2011-04-06,6,Apr,2011,-2.1,-9,0.5,TRUE,FALSE
2011-04-07,7,Apr,2011,-1.4,-11.1,0.2,TRUE,FALSE
2011-04-08,8,Apr,2011,1.2,-9.2,0.4,TRUE,FALSE
2011-04-09,9,Apr,2011,4.4,-5.7,0.4,TRUE,FALSE
2011-04-10,10,Apr,2011,3.4,-2.8,19.3,TRUE,FALSE
2011-04-11,11,Apr,2011,10.2,1.6,6.3,TRUE,FALSE
2011-04-12,12,Apr,2011,4.8,-2.4,0,TRUE,FALSE
2011-04-13,13,Apr,2011,4.2,-4.9,0.3,TRUE,FALSE
2011-04-14,14,Apr,2011,1.1,-2.2,0,TRUE,FALSE
2011-04-15,15,Apr,2011,-1.8,-7.7,0,TRUE,FALSE
2011-04-16,16,Apr,2011,0.7,-2.2,10.3,TRUE,FALSE
2011-04-17,17,Apr,2011,2.2,0.1,4,TRUE,FALSE
2011-04-18,18,Apr,2011,0.6,-3.9,0.2,TRUE,FALSE
2011-04-19,19,Apr,2011,0.4,-7,2,TRUE,FALSE
2011-04-20,20,Apr,2011,NA,NA,23,FALSE,FALSE
2011-04-21,21,Apr,2011,1.3,-3.3,0.4,TRUE,FALSE
2011-04-22,22,Apr,2011,1.5,-7.3,0.5,TRUE,FALSE
2011-04-23,23,Apr,2011,6.1,2.2,3.8,TRUE,FALSE
2011-04-24,24,Apr,2011,6.3,-0.7,0.7,TRUE,FALSE
2011-04-25,25,Apr,2011,5.9,-2.2,1.2,TRUE,FALSE
2011-04-26,26,Apr,2011,NA,-0.7,2.4,FALSE,FALSE
2011-04-27,27,Apr,2011,11.1,4.8,17,TRUE,FALSE
2011-04-28,28,Apr,2011,10.1,3.9,5.4,TRUE,FALSE
2011-04-29,29,Apr,2011,5.3,2.3,0.6,TRUE,FALSE
2011-04-30,30,Apr,2011,7.8,-3.3,0,TRUE,FALSE
2011-05-01,1,May,2011,10,1,0,TRUE,FALSE
2011-05-02,2,May,2011,6.6,1.3,1.4,TRUE,FALSE
2011-05-03,3,May,2011,3.8,1,2.1,TRUE,FALSE
2011-05-04,4,May,2011,7.5,2.3,0,TRUE,FALSE
2011-05-05,5,May,2011,5.4,-3.5,0,TRUE,FALSE
2011-05-06,6,May,2011,5.5,-2.8,1.8,TRUE,FALSE
2011-05-07,7,May,2011,7,-0.9,0,TRUE,FALSE
2011-05-08,8,May,2011,6.6,-2,0,TRUE,FALSE
2011-05-09,9,May,2011,7.9,-2.4,0,TRUE,FALSE
2011-05-10,10,May,2011,8.7,-1.6,0,TRUE,FALSE
2011-05-11,11,May,2011,10.9,-0.4,0,TRUE,FALSE
2011-05-12,12,May,2011,13.8,3.4,0,TRUE,FALSE
2011-05-13,13,May,2011,17.3,11,0.6,TRUE,FALSE
2011-05-14,14,May,2011,11.8,8.7,8.5,TRUE,FALSE
2011-05-15,15,May,2011,9.1,4.5,0,TRUE,FALSE
2011-05-16,16,May,2011,7.4,5.2,0,TRUE,FALSE
2011-05-17,17,May,2011,10.7,5.2,0,TRUE,FALSE
2011-05-18,18,May,2011,13.6,9.7,0,TRUE,FALSE
2011-05-19,19,May,2011,15.5,10.7,2.3,TRUE,FALSE
2011-05-20,20,May,2011,18.7,11.9,0,TRUE,FALSE
2011-05-21,21,May,2011,18.5,9.5,0,TRUE,FALSE
2011-05-22,22,May,2011,17,12.9,0.3,TRUE,FALSE
2011-05-23,23,May,2011,16.8,13.7,11.4,TRUE,FALSE
2011-05-24,24,May,2011,11.7,7.6,0,TRUE,FALSE
2011-05-25,25,May,2011,10.7,3.4,2.4,TRUE,FALSE
2011-05-26,26,May,2011,8.7,6.7,18.6,TRUE,FALSE
2011-05-27,27,May,2011,10.9,6.3,0,TRUE,FALSE
2011-05-28,28,May,2011,13.6,10.3,0.3,TRUE,FALSE
2011-05-29,29,May,2011,16.3,10,0,TRUE,FALSE
2011-05-30,30,May,2011,17.3,8,0,TRUE,FALSE
2011-05-31,31,May,2011,23,14.3,NA,FALSE,FALSE
2012-03-01,1,Mar,2012,NA,NA,3.3,FALSE,FALSE
2012-03-02,2,Mar,2012,NA,NA,3.2,FALSE,FALSE
2012-03-03,3,Mar,2012,-0.1,-3,9.7,TRUE,FALSE
2012-03-04,4,Mar,2012,NA,NA,0.8,FALSE,FALSE
2012-03-05,5,Mar,2012,NA,NA,1,FALSE,FALSE
2012-03-06,6,Mar,2012,NA,NA,1.6,FALSE,FALSE
2012-03-07,7,Mar,2012,5.8,-2.2,0.2,TRUE,FALSE
2012-03-08,8,Mar,2012,7.6,4.7,4.9,TRUE,FALSE
2012-03-09,9,Mar,2012,NA,NA,3.4,FALSE,FALSE
2012-03-10,10,Mar,2012,NA,NA,1,FALSE,FALSE
2012-03-11,11,Mar,2012,-0.5,-13,0.8,TRUE,FALSE
2012-03-12,12,Mar,2012,3.9,-5.5,3.9,TRUE,FALSE
2012-03-13,13,Mar,2012,5.3,2.2,0.6,TRUE,FALSE
2012-03-14,14,Mar,2012,4.9,1.1,0.3,TRUE,FALSE
2012-03-15,15,Mar,2012,6.7,-2,3.9,TRUE,FALSE
2012-03-16,16,Mar,2012,7.2,1.2,0.8,TRUE,FALSE
2012-03-17,17,Mar,2012,3.8,-4.3,9.9,TRUE,FALSE
2012-03-18,18,Mar,2012,11.4,0.2,0.9,TRUE,FALSE
2012-03-19,19,Mar,2012,11.5,-0.7,1.3,TRUE,FALSE
2012-03-20,20,Mar,2012,12,-0.5,0.8,TRUE,FALSE
2012-03-21,21,Mar,2012,13.4,0.2,0.8,TRUE,FALSE
2012-03-22,22,Mar,2012,10.3,2,0.9,TRUE,FALSE
2012-03-23,23,Mar,2012,10.1,5.5,0,TRUE,FALSE
2012-03-24,24,Mar,2012,4.3,0.6,1,TRUE,FALSE
2012-03-25,25,Mar,2012,8.2,0.6,2.5,TRUE,FALSE
2012-03-26,26,Mar,2012,NA,NA,0.2,FALSE,FALSE
2012-03-27,27,Mar,2012,-3.7,-12.9,2.1,TRUE,FALSE
2012-03-28,28,Mar,2012,3.8,-1.1,2.5,TRUE,FALSE
2012-03-29,29,Mar,2012,NA,NA,0.8,FALSE,FALSE
2012-03-30,30,Mar,2012,-3.6,-9.7,1.3,TRUE,FALSE
2012-03-31,31,Mar,2012,2.2,-3.8,1.3,TRUE,FALSE
2012-04-01,1,Apr,2012,-0.6,-4.6,2.2,TRUE,FALSE
2012-04-02,2,Apr,2012,2,-5.4,1.1,TRUE,FALSE
2012-04-03,3,Apr,2012,0.9,-7,0.9,TRUE,FALSE
2012-04-04,4,Apr,2012,1.8,-3.5,1,TRUE,FALSE
2012-04-05,5,Apr,2012,1.7,-3.9,0,TRUE,FALSE
2012-04-06,6,Apr,2012,3.1,-3.4,0,TRUE,FALSE
2012-04-07,7,Apr,2012,2.6,-7.7,1.3,TRUE,FALSE
2012-04-08,8,Apr,2012,5.4,-5.9,1.2,TRUE,FALSE
2012-04-09,9,Apr,2012,5.3,2.6,4.4,TRUE,FALSE
2012-04-10,10,Apr,2012,2.1,0.3,3.8,TRUE,FALSE
2012-04-11,11,Apr,2012,3.9,0.3,1.1,TRUE,FALSE
2012-04-12,12,Apr,2012,2.9,-4.3,1.4,TRUE,FALSE
2012-04-13,13,Apr,2012,4.6,-6.1,0.9,TRUE,FALSE
2012-04-14,14,Apr,2012,6.7,-3.2,0.5,TRUE,FALSE
2012-04-15,15,Apr,2012,11.4,4.9,0.8,TRUE,FALSE
2012-04-16,16,Apr,2012,14.5,4.9,0.2,TRUE,FALSE
2012-04-17,17,Apr,2012,2.1,-0.7,0.3,TRUE,FALSE
2012-04-18,18,Apr,2012,2.1,-8.1,1.8,TRUE,FALSE
2012-04-19,19,Apr,2012,9.1,0.8,0,TRUE,FALSE
2012-04-20,20,Apr,2012,3.1,0.5,16.8,TRUE,FALSE
2012-04-21,21,Apr,2012,2.2,-0.1,0.6,TRUE,FALSE
2012-04-22,22,Apr,2012,4,-1.8,0,TRUE,FALSE
2012-04-23,23,Apr,2012,2.3,0.8,9.7,TRUE,FALSE
2012-04-24,24,Apr,2012,1.8,-0.5,12.2,TRUE,FALSE
2012-04-25,25,Apr,2012,4,-0.9,1.7,TRUE,FALSE
2012-04-26,26,Apr,2012,2.8,-2.5,6,TRUE,FALSE
2012-04-27,27,Apr,2012,-0.6,-3.3,0.9,TRUE,FALSE
2012-04-28,28,Apr,2012,0.7,-6.6,1,TRUE,FALSE
2012-04-29,29,Apr,2012,1.5,-6.4,2.1,TRUE,FALSE
2012-04-30,30,Apr,2012,2.8,-5.3,1.7,TRUE,FALSE
2012-05-01,1,May,2012,6.6,0.2,6.6,TRUE,FALSE
2012-05-02,2,May,2012,8.6,-1.3,7.2,TRUE,FALSE
2012-05-03,3,May,2012,14.5,10.9,5.9,TRUE,FALSE
2012-05-04,4,May,2012,10.6,3.7,1.4,TRUE,FALSE
2012-05-05,5,May,2012,8.2,0.3,1.8,TRUE,FALSE
2012-05-06,6,May,2012,8.6,-1.9,2,TRUE,FALSE
2012-05-07,7,May,2012,9.9,-1.5,6.3,TRUE,FALSE
2012-05-08,8,May,2012,11.1,8.9,3.4,TRUE,FALSE
2012-05-09,9,May,2012,11.3,4.2,1,TRUE,FALSE
2012-05-10,10,May,2012,8.7,3.9,0.3,TRUE,FALSE
2012-05-11,11,May,2012,8.2,-2.6,2.5,TRUE,FALSE
2012-05-12,12,May,2012,12.6,0.4,2.9,TRUE,FALSE
2012-05-13,13,May,2012,13.9,5.8,1.7,TRUE,FALSE
2012-05-14,14,May,2012,13.3,2.7,1.9,TRUE,FALSE
2012-05-15,15,May,2012,13.4,1.2,1.7,TRUE,FALSE
2012-05-16,16,May,2012,7.4,0.8,0.7,TRUE,FALSE
2012-05-17,17,May,2012,8.5,0.3,4.1,TRUE,FALSE
2012-05-18,18,May,2012,8.3,-1.3,1.9,TRUE,FALSE
2012-05-19,19,May,2012,17,5,1.2,TRUE,FALSE
2012-05-20,20,May,2012,18.9,5.9,2.4,TRUE,FALSE
2012-05-21,21,May,2012,19.6,9.8,2.7,TRUE,FALSE
2012-05-22,22,May,2012,13.1,9.7,0.3,TRUE,FALSE
2012-05-23,23,May,2012,16.3,8.8,2,TRUE,FALSE
2012-05-24,24,May,2012,18.4,8.3,1.6,TRUE,FALSE
2012-05-25,25,May,2012,17.1,8.7,0,TRUE,FALSE
2012-05-26,26,May,2012,15,6,2,TRUE,FALSE
2012-05-27,27,May,2012,14.9,7.9,2.6,TRUE,FALSE
2012-05-28,28,May,2012,20.7,12.6,2.7,TRUE,FALSE
2012-05-29,29,May,2012,18.8,10,0.9,TRUE,FALSE
2012-05-30,30,May,2012,12.4,7.1,0.8,TRUE,FALSE
2012-05-31,31,May,2012,9.6,4.5,1.4,TRUE,FALSE
2013-03-01,1,Mar,2013,NA,NA,0,FALSE,FALSE
2013-03-02,2,Mar,2013,NA,NA,0.4,FALSE,FALSE
2013-03-03,3,Mar,2013,NA,NA,0.9,FALSE,FALSE
2013-03-04,4,Mar,2013,NA,NA,0.5,FALSE,FALSE
2013-03-05,5,Mar,2013,NA,NA,0.6,FALSE,FALSE
2013-03-06,6,Mar,2013,-0.3,-2.7,0,TRUE,FALSE
2013-03-07,7,Mar,2013,-0.8,-2.5,1.1,TRUE,FALSE
2013-03-08,8,Mar,2013,0.4,-4.9,0.8,TRUE,FALSE
2013-03-09,9,Mar,2013,-2.1,-12.8,4.8,TRUE,FALSE
2013-03-10,10,Mar,2013,6.1,-0.1,0.4,TRUE,FALSE
2013-03-11,11,Mar,2013,4.1,0.5,14.2,TRUE,FALSE
2013-03-12,12,Mar,2013,3.3,1.4,0.8,TRUE,FALSE
2013-03-13,13,Mar,2013,NA,NA,4.1,FALSE,FALSE
2013-03-14,14,Mar,2013,NA,NA,0.4,FALSE,FALSE
2013-03-15,15,Mar,2013,NA,NA,3,FALSE,FALSE
2013-03-16,16,Mar,2013,NA,NA,2.3,FALSE,FALSE
2013-03-17,17,Mar,2013,NA,NA,1.2,FALSE,FALSE
2013-03-18,18,Mar,2013,NA,NA,7.4,FALSE,FALSE
2013-03-19,19,Mar,2013,-2.3,-6.7,6.5,TRUE,FALSE
2013-03-20,20,Mar,2013,NA,NA,1.7,FALSE,FALSE
2013-03-21,21,Mar,2013,NA,NA,4.5,FALSE,FALSE
2013-03-22,22,Mar,2013,NA,NA,0.7,FALSE,FALSE
2013-03-23,23,Mar,2013,NA,NA,0.3,FALSE,FALSE
