x,y,LOCAL_DAY,TOTAL_PRECIPITATION_FLAG,SPEED_MAX_GUST_FLAG,TOTAL_RAIN,CLIMATE_IDENTIFIER,MAX_REL_HUMIDITY_FLAG,MIN_REL_HUMIDITY_FLAG,DIRECTION_MAX_GUST,TOTAL_PRECIPITATION,MAX_TEMPERATURE,HEATING_DEGREE_DAYS,MAX_REL_HUMIDITY,SPEED_MAX_GUST,MIN_TEMPERATURE_FLAG,MIN_TEMPERATURE,TOTAL_SNOW_FLAG,LOCAL_DATE,SNOW_ON_GROUND,LOCAL_MONTH,LOCAL_YEAR,COOLING_DEGREE_DAYS,ID,HEATING_DEGREE_DAYS_FLAG,MEAN_TEMPERATURE_FLAG,PROVINCE_CODE,MEAN_TEMPERATURE,TOTAL_RAIN_FLAG,MIN_REL_HUMIDITY,STATION_NAME,DIRECTION_MAX_GUST_FLAG,MAX_TEMPERATURE_FLAG,SNOW_ON_GROUND_FLAG,COOLING_DEGREE_DAYS_FLAG,TOTAL_SNOW
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-78.26666667,45.53333333,24,,,,6080192,,,0,0,24.2,4.6,99,0,,2.6,M,2008-09-24,,9,2008,0,6080192.2008.9.24,,,ON,13.4,M,39,ALGONQUIN PARK EAST GATE,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-78.26666667,45.53333333,25,,,,6080192,,,0,0,25,3.5,99,0,,4,M,2008-09-25,,9,2008,0,6080192.2008.9.25,,,ON,14.5,M,36,ALGONQUIN PARK EAST GATE,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-78.26666667,45.53333333,26,,,,6080192,,,0,0,22,5.2,99,0,,3.5,M,2008-09-26,,9,2008,0,6080192.2008.9.26,,,ON,12.8,M,26,ALGONQUIN PARK EAST GATE,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-78.26666667,45.53333333,27,,,,6080192,,,0,1.5,15.6,7.1,99,0,,6.2,M,2008-09-27,,9,2008,0,6080192.2008.9.27,,,ON,10.9,M,90,ALGONQUIN PARK EAST GATE,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-78.26666667,45.53333333,28,,,,6080192,,,0,0,14.3,6.7,99,0,,8.3,M,2008-09-28,,9,2008,0,6080192.2008.9.28,,,ON,11.3,M,84,ALGONQUIN PARK EAST GATE,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-78.26666667,45.53333333,29,,,,6080192,,,0,0,15.2,9.8,97,0,,1.2,M,2008-09-29,,9,2008,0,6080192.2008.9.29,,,ON,8.2,M,51,ALGONQUIN PARK EAST GATE,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-78.26666667,45.53333333,30,M,,,6080192,,,0,,10.4,10.1,,0,,5.3,M,2008-09-30,,9,2008,0,6080192.2008.9.30,,,ON,7.9,M,,ALGONQUIN PARK EAST GATE,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-78.26666667,45.53333333,1,,,,6080192,,,0,0,9.1,11.1,98,0,,4.6,M,2008-10-01,,10,2008,0,6080192.2008.10.1,,,ON,6.9,M,81,ALGONQUIN PARK EAST GATE,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-78.26666667,45.53333333,2,,,,6080192,,,0,0.6,10.1,13.7,99,0,,-1.5,M,2008-10-02,,10,2008,0,6080192.2008.10.2,,,ON,4.3,M,53,ALGONQUIN PARK EAST GATE,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-78.26666667,45.53333333,3,,,,6080192,,,22,0,9.4,14.6,99,33,,-2.7,M,2008-10-03,,10,2008,0,6080192.2008.10.3,,,ON,3.4,M,55,ALGONQUIN PARK EAST GATE,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-78.26666667,45.53333333,4,M,,,6080192,,,0,,10.5,13.7,,0,E,-2,M,2008-10-04,,10,2008,0,6080192.2008.10.4,E,E,ON,4.3,M,,ALGONQUIN PARK EAST GATE,,E,,E,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-78.26666667,45.53333333,5,,,,6080192,,,0,0,10.7,13.2,98,0,,-1.2,M,2008-10-05,,10,2008,0,6080192.2008.10.5,,,ON,4.8,M,53,ALGONQUIN PARK EAST GATE,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-78.26666667,45.53333333,6,,,,6080192,,,0,0,10.7,14.4,99,0,,-3.5,M,2008-10-06,,10,2008,0,6080192.2008.10.6,,,ON,3.6,M,43,ALGONQUIN PARK EAST GATE,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-78.26666667,45.53333333,7,,,,6080192,,,0,0,15,13.3,98,0,,-5.7,M,2008-10-07,,10,2008,0,6080192.2008.10.7,,,ON,4.7,M,27,ALGONQUIN PARK EAST GATE,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-78.26666667,45.53333333,8,,,,6080192,,,0,5.4,12.9,12.9,99,0,,-2.7,M,2008-10-08,,10,2008,0,6080192.2008.10.8,,,ON,5.1,M,54,ALGONQUIN PARK EAST GATE,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-78.26666667,45.53333333,9,,E,,6080192,,,25,0,17.2,7.6,97,35,,3.6,M,2008-10-09,,10,2008,0,6080192.2008.10.9,,,ON,10.4,M,42,ALGONQUIN PARK EAST GATE,E,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-78.26666667,45.53333333,10,,,,6080192,,,0,0,16.1,10.3,99,0,,-0.8,M,2008-10-10,,10,2008,0,6080192.2008.10.10,,,ON,7.7,M,49,ALGONQUIN PARK EAST GATE,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-78.26666667,45.53333333,11,,,,6080192,,,0,0,19.4,8.8,100,0,,-1.1,M,2008-10-11,,10,2008,0,6080192.2008.10.11,,,ON,9.2,M,41,ALGONQUIN PARK EAST GATE,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-78.26666667,45.53333333,12,,,,6080192,,,0,0,23,5.8,98,0,,1.3,M,2008-10-12,,10,2008,0,6080192.2008.10.12,,,ON,12.2,M,38,ALGONQUIN PARK EAST GATE,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-78.26666667,45.53333333,13,,,,6080192,,,0,0,24.6,2.1,97,0,,7.1,M,2008-10-13,,10,2008,0,6080192.2008.10.13,,,ON,15.9,M,45,ALGONQUIN PARK EAST GATE,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-78.26666667,45.53333333,14,,,,6080192,,,26,0,18.4,8.8,98,39,,0,M,2008-10-14,,10,2008,0,6080192.2008.10.14,,,ON,9.2,M,46,ALGONQUIN PARK EAST GATE,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-78.26666667,45.53333333,15,,,,6080192,,,0,0.6,11.7,12.4,100,0,,-0.6,M,2008-10-15,,10,2008,0,6080192.2008.10.15,,,ON,5.6,M,68,ALGONQUIN PARK EAST GATE,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-78.26666667,45.53333333,16,,,,6080192,,,0,0,9.7,14.3,99,0,,-2.4,M,2008-10-16,,10,2008,0,6080192.2008.10.16,,,ON,3.7,M,59,ALGONQUIN PARK EAST GATE,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-78.26666667,45.53333333,17,,,,6080192,,,0,0.6,8.9,16.2,98,0,,-5.3,M,2008-10-17,,10,2008,0,6080192.2008.10.17,,,ON,1.8,M,48,ALGONQUIN PARK EAST GATE,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-78.26666667,45.53333333,18,,,,6080192,,,0,0,10.6,15.4,97,0,,-5.4,M,2008-10-18,,10,2008,0,6080192.2008.10.18,,,ON,2.6,M,40,ALGONQUIN PARK EAST GATE,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-78.26666667,45.53333333,19,,,,6080192,,,0,0,11.8,15.8,96,0,,-7.4,M,2008-10-19,,10,2008,0,6080192.2008.10.19,,,ON,2.2,M,32,ALGONQUIN PARK EAST GATE,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-78.26666667,45.53333333,20,,,,6080192,,,0,6.6,10.2,10.1,99,0,,5.6,M,2008-10-20,,10,2008,0,6080192.2008.10.20,,,ON,7.9,M,67,ALGONQUIN PARK EAST GATE,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-78.26666667,45.53333333,21,,,,6080192,,,2,5.1,7.5,15.3,96,33,,-2.2,M,2008-10-21,,10,2008,0,6080192.2008.10.21,,,ON,2.7,M,88,ALGONQUIN PARK EAST GATE,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-78.26666667,45.53333333,22,,,,6080192,,,0,0,1.7,20.8,98,0,,-7.3,M,2008-10-22,,10,2008,0,6080192.2008.10.22,,,ON,-2.8,M,78,ALGONQUIN PARK EAST GATE,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-78.26666667,45.53333333,23,,,,6080192,,,0,0,8.3,18.4,98,0,,-9.1,M,2008-10-23,,10,2008,0,6080192.2008.10.23,,,ON,-0.4,M,59,ALGONQUIN PARK EAST GATE,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-78.26666667,45.53333333,24,,,,6080192,,,0,0.6,9,17.1,97,0,,-7.2,M,2008-10-24,,10,2008,0,6080192.2008.10.24,,,ON,0.9,M,60,ALGONQUIN PARK EAST GATE,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-78.26666667,45.53333333,25,,,,6080192,,,0,6.7,10.2,11.3,99,0,,3.1,M,2008-10-25,,10,2008,0,6080192.2008.10.25,,,ON,6.7,M,93,ALGONQUIN PARK EAST GATE,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-78.26666667,45.53333333,26,,,,6080192,,,0,5.1,8.1,12.6,95,0,,2.7,M,2008-10-26,,10,2008,0,6080192.2008.10.26,,,ON,5.4,M,85,ALGONQUIN PARK EAST GATE,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-78.26666667,45.53333333,27,,,,6080192,,,0,7.1,7.4,13.9,99,0,,0.8,M,2008-10-27,,10,2008,0,6080192.2008.10.27,,,ON,4.1,M,80,ALGONQUIN PARK EAST GATE,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-78.26666667,45.53333333,28,,,,6080192,,,33,0.6,1.5,18.5,92,37,,-2.4,M,2008-10-28,,10,2008,0,6080192.2008.10.28,,,ON,-0.5,M,72,ALGONQUIN PARK EAST GATE,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-78.26666667,45.53333333,29,,,,6080192,,,29,0.7,0,20.2,85,39,,-4.4,M,2008-10-29,,10,2008,0,6080192.2008.10.29,,,ON,-2.2,M,58,ALGONQUIN PARK EAST GATE,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-78.26666667,45.53333333,30,,,,6080192,,,0,0,5.4,19.5,92,0,,-8.3,M,2008-10-30,,10,2008,0,6080192.2008.10.30,,,ON,-1.5,M,39,ALGONQUIN PARK EAST GATE,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-78.26666667,45.53333333,31,,,,6080192,,,0,0,15.3,10.9,94,0,,-1.2,M,2008-10-31,,10,2008,0,6080192.2008.10.31,,,ON,7.1,M,52,ALGONQUIN PARK EAST GATE,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-78.26666667,45.53333333,1,,,,6080192,,,0,0,4.2,19.9,96,0,,-7.9,M,2008-11-01,,11,2008,0,6080192.2008.11.1,,,ON,-1.9,M,42,ALGONQUIN PARK EAST GATE,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-78.26666667,45.53333333,2,,,,6080192,,,0,0,4.5,21.1,95,0,,-10.6,M,2008-11-02,,11,2008,0,6080192.2008.11.2,,,ON,-3.1,M,35,ALGONQUIN PARK EAST GATE,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-78.26666667,45.53333333,3,,,,6080192,,,0,1.5,5.7,17.7,99,0,,-5.2,M,2008-11-03,,11,2008,0,6080192.2008.11.3,,,ON,0.3,M,85,ALGONQUIN PARK EAST GATE,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-78.26666667,45.53333333,4,,,,6080192,,,0,0,18.9,6.5,100,0,,4,M,2008-11-04,,11,2008,0,6080192.2008.11.4,,,ON,11.5,M,52,ALGONQUIN PARK EAST GATE,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-78.26666667,45.53333333,5,,,,6080192,,,0,0,20,8.3,99,0,,-0.7,M,2008-11-05,,11,2008,0,6080192.2008.11.5,,,ON,9.7,M,38,ALGONQUIN PARK EAST GATE,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-78.26666667,45.53333333,6,,,,6080192,,,0,0,20.4,8.8,100,0,,-2,M,2008-11-06,,11,2008,0,6080192.2008.11.6,,,ON,9.2,M,39,ALGONQUIN PARK EAST GATE,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-78.26666667,45.53333333,7,,,,6080192,,,0,0.9,18.1,10.5,99,0,,-3.1,M,2008-11-07,,11,2008,0,6080192.2008.11.7,,,ON,7.5,M,44,ALGONQUIN PARK EAST GATE,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-78.26666667,45.53333333,8,,,,6080192,,,0,2.3,10.7,12.5,99,0,,0.3,M,2008-11-08,,11,2008,0,6080192.2008.11.8,,,ON,5.5,M,81,ALGONQUIN PARK EAST GATE,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-78.26666667,45.53333333,9,,,,6080192,,,0,0.6,5,16,98,0,,-1.1,M,2008-11-09,,11,2008,0,6080192.2008.11.9,,,ON,2,M,62,ALGONQUIN PARK EAST GATE,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-78.26666667,45.53333333,10,,,,6080192,,,0,1.7,2.1,18.1,96,0,,-2.2,M,2008-11-10,,11,2008,0,6080192.2008.11.10,,,ON,-0.1,M,73,ALGONQUIN PARK EAST GATE,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-78.26666667,45.53333333,11,,,,6080192,,,0,0,2.2,20.9,95,0,,-8,M,2008-11-11,,11,2008,0,6080192.2008.11.11,,,ON,-2.9,M,57,ALGONQUIN PARK EAST GATE,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-78.26666667,45.53333333,12,,,,6080192,,,0,0,1.5,21.9,98,0,,-9.2,M,2008-11-12,,11,2008,0,6080192.2008.11.12,,,ON,-3.9,M,69,ALGONQUIN PARK EAST GATE,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-78.26666667,45.53333333,13,,,,6080192,,,0,6.7,8.5,13.9,99,0,,-0.3,M,2008-11-13,,11,2008,0,6080192.2008.11.13,,,ON,4.1,M,79,ALGONQUIN PARK EAST GATE,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-78.26666667,45.53333333,14,,,,6080192,,,0,3,12,8.4,97,0,,7.2,M,2008-11-14,,11,2008,0,6080192.2008.11.14,,,ON,9.6,M,80,ALGONQUIN PARK EAST GATE,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-78.26666667,45.53333333,15,,,0,6080192,,,0,19.1,7.2,14.5,99,0,,-0.3,M,2008-11-15,,11,2008,0,6080192.2008.11.15,,,ON,3.5,,94,ALGONQUIN PARK EAST GATE,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-78.26666667,45.53333333,16,,M,0,6080192,,,,7.7,-0.3,20.6,98,,,-4.9,M,2008-11-16,16,11,2008,0,6080192.2008.11.16,,,ON,-2.6,,89,ALGONQUIN PARK EAST GATE,M,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-78.26666667,45.53333333,17,,M,,6080192,,,,4.5,-3.4,23.5,93,,,-7.5,M,2008-11-17,11,11,2008,0,6080192.2008.11.17,,,ON,-5.5,M,82,ALGONQUIN PARK EAST GATE,M,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-78.26666667,45.53333333,18,,M,,6080192,,,,0.6,-4.8,28.5,94,,,-16.2,M,2008-11-18,9,11,2008,0,6080192.2008.11.18,,,ON,-10.5,M,79,ALGONQUIN PARK EAST GATE,M,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-78.26666667,45.53333333,19,,,,6080192,,,0,1.7,-4.8,30.1,93,0,,-19.3,M,2008-11-19,5,11,2008,0,6080192.2008.11.19,,,ON,-12.1,M,75,ALGONQUIN PARK EAST GATE,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-78.26666667,45.53333333,20,,,,6080192,,,0,0.6,-4.6,27.5,92,0,,-14.4,M,2008-11-20,6,11,2008,0,6080192.2008.11.20,,,ON,-9.5,M,81,ALGONQUIN PARK EAST GATE,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-78.26666667,45.53333333,21,,,,6080192,,,0,0.6,-8.1,30.4,90,0,,-16.6,M,2008-11-21,9,11,2008,0,6080192.2008.11.21,,,ON,-12.4,M,74,ALGONQUIN PARK EAST GATE,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-78.26666667,45.53333333,22,,,0,6080192,,,0,0.6,-7.1,31.8,89,0,,-20.5,M,2008-11-22,10,11,2008,0,6080192.2008.11.22,,,ON,-13.8,,72,ALGONQUIN PARK EAST GATE,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-78.26666667,45.53333333,23,,,,6080192,,,0,0,-3.7,30.2,91,0,,-20.7,M,2008-11-23,7,11,2008,0,6080192.2008.11.23,,,ON,-12.2,M,78,ALGONQUIN PARK EAST GATE,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-78.26666667,45.53333333,24,,,0,6080192,,,0,3.9,0.8,21.6,94,0,,-7.9,M,2008-11-24,7,11,2008,0,6080192.2008.11.24,,,ON,-3.6,,76,ALGONQUIN PARK EAST GATE,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-78.26666667,45.53333333,25,,,0,6080192,,,0,10.2,0.1,19.2,96,0,,-2.5,M,2008-11-25,11,11,2008,0,6080192.2008.11.25,,,ON,-1.2,,91,ALGONQUIN PARK EAST GATE,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-78.26666667,45.53333333,26,,,0,6080192,,,0,7.7,-1.3,21.3,96,0,,-5.2,M,2008-11-26,24,11,2008,0,6080192.2008.11.26,,,ON,-3.3,,87,ALGONQUIN PARK EAST GATE,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-78.26666667,45.53333333,27,,,,6080192,,,0,1.4,-1.2,21.5,96,0,,-5.7,M,2008-11-27,23,11,2008,0,6080192.2008.11.27,,,ON,-3.5,M,83,ALGONQUIN PARK EAST GATE,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-78.26666667,45.53333333,28,,,,6080192,,,0,3.3,0.3,20.6,96,0,,-5.4,M,2008-11-28,21,11,2008,0,6080192.2008.11.28,,,ON,-2.6,M,88,ALGONQUIN PARK EAST GATE,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-78.26666667,45.53333333,29,,,,6080192,,,0,0.6,-1.1,26.2,96,0,,-15.2,M,2008-11-29,20,11,2008,0,6080192.2008.11.29,,,ON,-8.2,M,87,ALGONQUIN PARK EAST GATE,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-78.26666667,45.53333333,30,,,0,6080192,,,0,4.6,1.2,24,95,0,,-13.1,M,2008-11-30,17,11,2008,0,6080192.2008.11.30,,,ON,-6,,74,ALGONQUIN PARK EAST GATE,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-78.26666667,45.53333333,1,,,0,6080192,,,24,7.3,0.7,19.2,96,35,,-3,M,2008-12-01,24,12,2008,0,6080192.2008.12.1,,,ON,-1.2,,86,ALGONQUIN PARK EAST GATE,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-78.26666667,45.53333333,2,,,,6080192,,,27,0.7,-1.7,23.1,94,35,,-8.5,M,2008-12-02,26,12,2008,0,6080192.2008.12.2,,,ON,-5.1,M,72,ALGONQUIN PARK EAST GATE,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-78.26666667,45.53333333,3,,,,6080192,,,25,1.4,0.8,20.3,96,32,,-5.4,M,2008-12-03,23,12,2008,0,6080192.2008.12.3,,,ON,-2.3,M,84,ALGONQUIN PARK EAST GATE,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-78.26666667,45.53333333,4,,,,6080192,,,0,2.7,0.6,25,96,0,,-14.5,M,2008-12-04,21,12,2008,0,6080192.2008.12.4,,,ON,-7,M,73,ALGONQUIN PARK EAST GATE,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-78.26666667,45.53333333,5,,,0,6080192,,,0,1.1,-4.7,29.4,92,0,,-18.1,M,2008-12-05,20,12,2008,0,6080192.2008.12.5,,,ON,-11.4,,72,ALGONQUIN PARK EAST GATE,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-78.26666667,45.53333333,6,,,,6080192,,,0,1.4,-5.8,27.9,93,0,,-13.9,M,2008-12-06,22,12,2008,0,6080192.2008.12.6,,,ON,-9.9,M,78,ALGONQUIN PARK EAST GATE,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-78.26666667,45.53333333,7,,,0,6080192,,,30,1.3,-6.7,34.9,94,33,,-27.1,M,2008-12-07,23,12,2008,0,6080192.2008.12.7,,,ON,-16.9,,61,ALGONQUIN PARK EAST GATE,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-78.26666667,45.53333333,8,,,,6080192,,,0,0,-8.1,36.7,88,0,,-29.2,M,2008-12-08,27,12,2008,0,6080192.2008.12.8,,,ON,-18.7,M,53,ALGONQUIN PARK EAST GATE,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-78.26666667,45.53333333,9,,,0,6080192,,,0,21.5,-7.6,27.7,90,0,,-11.8,M,2008-12-09,29,12,2008,0,6080192.2008.12.9,,,ON,-9.7,,87,ALGONQUIN PARK EAST GATE,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-78.26666667,45.53333333,10,,,,6080192,,,0,1.9,-8.8,33.6,88,0,,-22.3,M,2008-12-10,45,12,2008,0,6080192.2008.12.10,,,ON,-15.6,M,70,ALGONQUIN PARK EAST GATE,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-78.26666667,45.53333333,11,,,,6080192,,,0,0.6,-6.4,33.5,94,0,,-24.6,M,2008-12-11,42,12,2008,0,6080192.2008.12.11,,,ON,-15.5,M,80,ALGONQUIN PARK EAST GATE,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-78.26666667,45.53333333,12,,,,6080192,,,0,0.6,-6.2,35.3,95,0,,-28.4,M,2008-12-12,39,12,2008,0,6080192.2008.12.12,,,ON,-17.3,M,74,ALGONQUIN PARK EAST GATE,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-78.26666667,45.53333333,13,,,0,6080192,,,0,1.3,-3,35,92,0,,-30.9,M,2008-12-13,38,12,2008,0,6080192.2008.12.13,,,ON,-17,,74,ALGONQUIN PARK EAST GATE,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-78.26666667,45.53333333,14,,,,6080192,,,0,7.2,3.2,18,96,0,,-3.2,M,2008-12-14,42,12,2008,0,6080192.2008.12.14,,,ON,0,M,90,ALGONQUIN PARK EAST GATE,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-78.26666667,45.53333333,15,,,,6080192,,,24,17.6,6.9,20,95,50,,-10.8,M,2008-12-15,32,12,2008,0,6080192.2008.12.15,,,ON,-2,M,60,ALGONQUIN PARK EAST GATE,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-78.26666667,45.53333333,16,,,,6080192,,,0,0,-6.5,27.5,88,0,,-12.4,M,2008-12-16,24,12,2008,0,6080192.2008.12.16,,,ON,-9.5,M,62,ALGONQUIN PARK EAST GATE,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-78.26666667,45.53333333,17,,,0,6080192,,,0,5.5,-4.4,25,94,0,,-9.6,M,2008-12-17,31,12,2008,0,6080192.2008.12.17,,,ON,-7,,82,ALGONQUIN PARK EAST GATE,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-78.26666667,45.53333333,18,,,0,6080192,,,0,1.3,-4.9,30.4,93,0,,-19.8,M,2008-12-18,31,12,2008,0,6080192.2008.12.18,,,ON,-12.4,,82,ALGONQUIN PARK EAST GATE,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-78.26666667,45.53333333,19,,,0,6080192,,,0,2.7,-16.9,37.4,86,0,,-21.9,M,2008-12-19,32,12,2008,0,6080192.2008.12.19,,,ON,-19.4,,76,ALGONQUIN PARK EAST GATE,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-78.26666667,45.53333333,20,,,,6080192,,,0,0,-13.7,39.1,83,0,,-28.4,M,2008-12-20,33,12,2008,0,6080192.2008.12.20,,,ON,-21.1,M,61,ALGONQUIN PARK EAST GATE,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-78.26666667,45.53333333,21,,,0,6080192,,,0,5.5,-10.2,33.2,94,0,,-20.2,M,2008-12-21,32,12,2008,0,6080192.2008.12.21,,,ON,-15.2,,79,ALGONQUIN PARK EAST GATE,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-78.26666667,45.53333333,22,,,,6080192,,,0,0,-13.4,38.8,83,0,,-28.2,M,2008-12-22,40,12,2008,0,6080192.2008.12.22,,,ON,-20.8,M,60,ALGONQUIN PARK EAST GATE,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-78.26666667,45.53333333,23,,,0,6080192,,,0,2.4,-5.2,35,89,0,,-28.8,M,2008-12-23,38,12,2008,0,6080192.2008.12.23,,,ON,-17,,75,ALGONQUIN PARK EAST GATE,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
